"number","title","pageid","namespace","length","touched"
"6360","Inesa_Kozlovskaya","59598720","","2356","20190219214724"
"6361","Inferiority_complex","788743","","6460","20190223142710"
"6362","Infinite_derivative_gravity","51860534","","14371","20190203062308"
"6363","Infosys_Prize","22856302","","37657","20190226234408"
"6364","Inge_Lehmann","145577","","17871","20190222045814"
"6365","Ingeborg_Hochmair","40817116","","13111","20190219222404"
"6366","Ingetraut_Dahlberg","46471525","","33046","20190219222721"
"6367","Inglis–Teller_equation","25261162","","1728","20190203045108"
"6368","Ingo_Potrykus","2886230","","11035","20190224215343"
"6369","Ingo_Rechenberg","11554355","","2322","20190213233555"
"6370","Ingo_Sick","27730581","","1491","20190213233831"
"6371","Ingo_Titze","27720848","","13573","20190213233831"
"6372","Ingolf_Lindau","53931688","","4330","20190219223136"
"6373","Ingrid_Daubechies","1430989","","24855","20190219214130"
"6374","Ingrid_Scheffer","44315171","","5403","20190224224826"
"6375","Ingrid_del_Carmen_Montes_González","59813144","","13879","20190225113120"
"6376","Inner-worldly_asceticism","35025804","","4774","20190203053256"
"6377","Inner_circle_(psychoanalysis)","23625473","","2959","20190203044348"
"6378","Innocent_of_Alaska","915483","","17725","20190224123757"
"6379","Insignificance_(film)","1679152","","14847","20190226091008"
"6380","Inspiration_Mars_Foundation","38593960","","15522","20190226234650"
"6381","Institut_Lumière","28935062","","2687","20190226234531"
"6382","Institutiones_calculi_differentialis","19781408","","1928","20190203042455"
"6383","Institutionum_calculi_integralis","13398544","","1104","20190203035345"
"6384","Integral_symbol","3171907","","9053","20190219214559"
"6385","Intermolecular_force","15417","","17837","20190219213532"
"6386","International_Academy_for_Systems_and_Cybernetic_Sciences","52169921","","7097","20190203062344"
"6387","International_Centre_for_Theoretical_Physics","4194183","","8269","20190226042934"
"6388","International_Maize_and_Wheat_Improvement_Center","614716","","30204","20190224224604"
"6389","International_Nathiagali_Summer_College_on_Physics","24639851","","9127","20190203044843"
"6390","International_Rice_Research_Institute","724925","","17071","20190224224605"
"6391","Interpretations_of_Weber's_liberalism","3012782","","11625","20190224145952"
"6392","Introductio_in_analysin_infinitorum","19777721","","6301","20190203042454"
"6393","Invisible_Kid","713642","","10289","20190220011922"
"6394","Inō_Kanori","18491241","","4156","20190219220348"
"6395","Ioan_Mire_Melik","35718248","","21568","20190219214242"
"6396","Ioannis_Kakadiaris","14466422","","3220","20190219130604"
"6397","Ioannis_Vardoulakis","24313968","","2992","20190219214031"
"6398","Ion_Atanasiu","25875413","","904","20190215034859"
"6399","Ion_Barbu","3421465","","10385","20190219214629"
"6400","Ion_Cojar","24748992","","8457","20190119114959"
"6401","Ion_Dediu","43142121","","5395","20190215035055"
"6402","Ion_Inculeț","15118175","","6246","20190224180953"
"6403","Ion_N._Petrovici","744889","","2983","20190219213919"
"6404","Ion_Tănăsescu_(chemist)","16545892","","1226","20190219220200"
"6405","Ioseb_Abakelia","23453200","","1414","20181110182951"
"6406","Iosif_Gavrilovich_Yesman","52695353","","1068","20190203062503"
"6407","Iosif_Shklovsky","483214","","9884","20190219213822"
"6408","Ipke_Wachsmuth","31556873","","1794","20190215034938"
"6409","Iqbal_Hussain_Qureshi","41369887","","16158","20190219222426"
"6410","Iqrar_Ahmad_Khan","25475437","","2249","20190215034856"
"6411","Ira_Gessel","53794712","","3405","20190216214917"
"6412","Ira_Herskowitz","26818388","","4223","20190213233824"
"6413","Ira_Mellman","1776537","","6325","20190219214222"
"6414","Ira_Sprague_Bowen","628213","","9484","20190219213853"
"6415","Irada_Rovshan","49805733","","9491","20190219214603"
"6416","Iradj_Gandjbaksh","55033416","","3561","20190219223207"
"6417","Iraj_Malekpour","4617900","","1699","20190123233536"
"6418","Irakli_Zhorzholiani","38429150","","3333","20181229054521"
"6419","Irena_Klepfisz","17191565","","8255","20190225004340"
"6420","Irene_Bernasconi","48348391","","3222","20190219222827"
"6421","Irene_Kepl","52890978","","19380","20190224224852"
"6422","Irene_Schloss","50806325","","7411","20190219222943"
"6423","Irene_Uchida","587867","","10879","20190222045815"
"6424","Irenäus_Eibl-Eibesfeldt","24734068","","5679","20190224215631"
"6425","Irina_Beletskaya","13193455","","5580","20190219213816"
"6426","Irina_Chakraborty","53714327","","2018","20190221173911"
"6427","Irina_Veretennicoff","48388763","","1441","20190221075157"
"6428","Irish_Augustine","30608268","","492","20181118130351"
"6429","Irma_Arguello","16950300","","4888","20190215034822"
"6430","Irmela_Hijiya-Kirschnereit","11822515","","4695","20190219213802"
"6431","Iron_Man_(Ultimate_Marvel_character)","27662061","","12930","20190225141132"
"6432","Iron_cage","5107917","","15756","20190226052735"
"6433","Ironclad_(comics)","6999381","","550","20190219160039"
"6434","Irshad_Hussain","54929470","","37035","20190226053025"
"6435","Irvin_D._Yalom","8989836","","11093","20190224224652"
"6436","Irving_Biederman","6300306","","1850","20190215034736"
"6437","Irving_Joshua_Matrix","585588","","7414","20190223185740"
"6438","Irving_Langmuir","15362","","22009","20190219213532"
"6439","Irwin_Fridovich","14055360","","7017","20190223195412"
"6440","Irwin_Gunsalus","20349360","","9126","20190219220557"
"6441","Irwin_Sobel","42428054","","2045","20190222162621"
"6442","Irène_Deliège","40360830","","16535","20190219222335"
"6443","Irène_Joliot-Curie","62070","","15182","20190226231249"
"6444","Isaac_Berzin","17264918","","7723","20190219220239"
"6445","Isaac_Clarke_(Dead_Space)","25981065","","79","20190226131146"
"6446","Isaac_Folorunso_Adewole","47857689","","29378","20190219222813"
"6447","Isaac_González_Martínez","32905623","","9020","20190222062146"
"6448","Isaac_Newton","14627","","116283","20190227032616"
"6449","Isaac_Newton_Gargoyle","57561498","","4075","20190219223338"
"6450","Isaac_Newton_in_popular_culture","21604923","","17024","20190224215612"
"6451","Isaac_Schapera","9734285","","10925","20190224203614"
"6452","Isaac_Todhunter","206507","","9884","20190221011334"
"6453","Isaac_ben_Moses_Eli","57921397","","1357","20190203063432"
"6454","Isaac_de_Sequeira_Samuda","4421724","","5504","20190203021707"
"6455","Isaac_ibn_Sid","11355100","","2204","20190213233552"
"6456","Isaac_ibn_al-Ahdab","57915320","","3300","20190219214708"
"6457","Isaak_Mazepa","23443029","","2147","20190219214018"
"6458","Isabel_Arends","56013945","","4619","20190219223244"
"6459","Isabel_Behncke","44567394","","2438","20190203060609"
"6460","Isabella_Abbott","22602239","","13396","20190219220820"
"6461","Isabella_Karle","19305500","","10049","20190219220456"
"6462","Isabelle_Dussauge","55065247","","8575","20190224004418"
"6463","Isabelle_Liberman","9492978","","3864","20190203031649"
"6464","Isabelle_Peretz","20813785","","1638","20190222045824"
"6465","Isabelle_Stengers","9004262","","5948","20190226173310"
"6466","Isadore_Epstein","6189486","","3760","20190219215023"
"6467","Isadore_Singer","324564","","6657","20190219213747"
"6468","Isamu_Akasaki","8784032","","21317","20190224215438"
"6469","Isbisa","6710957","","6043","20190215034738"
"6470","Ishak_Efendi","41382443","","3874","20190222111331"
"6471","Ishfaq_Ahmad_(computer_science_professor)","57338073","","11456","20190219223330"
"6472","Ishikawa_Chiyomatsu","3903789","","1123","20190221010846"
"6473","Ishrat_Hussain_Usmani","21951571","","26001","20190222110009"
"6474","Ishtiaq_Ahmed_(political_scientist)","7942922","","13472","20190226053016"
"6475","Isidoor_Leusen","8366511","","815","20190219213728"
"6476","Isidor_Isaac_Rabi","196999","","47615","20190224145116"
"6477","Isidore_Geoffroy_Saint-Hilaire","396011","","6355","20190224145213"
"6478","Isis_Anchalee","52165037","","4324","20190223172948"
"6479","Iskandar_Shirali","59715663","","15151","20190219214725"
"6480","Ismail_Akbay","14258726","","2573","20190203035815"
"6481","Ismail_El_Gizouli","45626082","","4928","20190219222707"
"6482","Ismail_Reisli","5441117","","1522","20190203023013"
"6483","Ismail_Serageldin","6406679","","24571","20190226001928"
"6484","Ismat_Beg","57739504","","16592","20190219214707"
"6485","Ismaël_Bullialdus","23772112","","13110","20190219220926"
"6486","Isolde_Hausser","42278202","","7638","20190219222508"
"6487","Israel_Gelfand","364643","","19586","20190219213756"
"6488","Israel_Gohberg","19685973","","6319","20190225225541"
"6489","Israel_Holmgren","3149657","","1338","20190213233329"
"6490","Israel_Kleiner_(biochemist)","15980763","","2998","20190213233648"
"6491","Israel_Michael_Sigal","33973309","","4986","20190222045827"
"6492","Israel_Reichart","25253955","","1448","20190203045106"
"6493","Israeli_pound","730750","","25383","20190225225539"
"6494","Istakhri","7415674","","6817","20190225004320"
"6495","István_T._Horváth","28275281","","6220","20190224224735"
"6496","Isydore_Hlynka","14921748","","7286","20190213233638"
"6497","It's_a_Gift_(1923_film)","28983510","","2513","20190203050708"
"6498","Italian_battleship_Leonardo_da_Vinci","2359696","","15346","20190224145802"
"6499","Italian_submarine_Leonardo_da_Vinci_(1939)","24304333","","12239","20190219221000"
"6500","Itzhak_Bentov","2725772","","11983","20190227002842"
"6501","Iuliu_Barasch","1441771","","3713","20190213233221"
"6502","Iva_Tolić","51109525","","12504","20190219222956"
"6503","Ivan_Addae_Mensah","43627647","","18812","20190219222556"
"6504","Ivan_Bogorov","11294045","","4851","20190219213756"
"6505","Ivan_Bratko_(computer_scientist)","12072673","","1910","20190215034807"
"6506","Ivan_Chopin","47977961","","1843","20190219214546"
"6507","Ivan_Damgård","4084582","","3289","20190219214740"
"6508","Ivan_Gevorkian","39112418","","5268","20190219222230"
"6509","Ivan_Izquierdo","11028101","","9620","20190219215544"
"6510","Ivan_Kleymyonov","2710284","","1645","20190219213552"
"6511","Ivan_Kostov_Nikolov","35516245","","5783","20190219221928"
"6512","Ivan_Neumyvakin","57274826","","11944","20190226234847"
"6513","Ivan_Ozerov","58645749","","32109","20190219223419"
"6514","Ivan_Pavlov","52487","","34475","20190225004242"
"6515","Ivan_Peronko","25516685","","856","20190222190258"
"6516","Ivan_Roitt","1436839","","2612","20190214073609"
"6517","Ivan_Sag","1074744","","5559","20190216235710"
"6518","Ivan_Solomonovich_Beritashvili","28982119","","33214","20190213233842"
"6519","Ivan_Supek","4586651","","12316","20190225174307"
"6520","Ivan_Tarkhanov_(physiologist)","38288633","","17479","20190225004421"
"6521","Ivan_Timokhovich","30104351","","10873","20190219221504"
"6522","Ivan_Vakarchuk","33893615","","9618","20190224215728"
"6523","Ivan_Vladimirovich_Michurin","986612","","7073","20190226213148"
"6524","Ivan_Wilhelm","13596103","","1629","20190213233624"
"6525","Ivan_Đaja","53775760","","30370","20190226234831"
"6526","Ivan_Đikić","36871282","","11108","20190219222044"
"6527","Ivar_Asbjørn_Følling","1311040","","6506","20190213233215"
"6528","Ivar_Mendez","34846522","","20723","20190219221901"
"6529","Ivar_Skarland","36014475","","1658","20190203053718"
"6530","Ivar_Wickman","15114756","","10572","20190226234202"
"6531","Ivars_Knēts","26706181","","3834","20190219221208"
"6532","Iver_Heltzen","34651008","","2231","20190213233925"
"6533","Ivona_Brandić","59362873","","3502","20190213234156"
"6534","Ivor_Robinson_(physicist)","48651925","","10508","20190203061646"
"6535","Iván_Guzmán_de_Rojas","35967160","","5930","20190219221949"
"6536","Iwona_Stroynowski","58359470","","4321","20190219223406"
"6537","Izrael_Abraham_Staffel","25335971","","3213","20190203045123"
"6538","Izumi_Muto","18186854","","1938","20190215034824"
"6539","Izuo_Hayashi","14164788","","2639","20190224215516"
"6540","J._A._Scott_Kelso","2938828","","20390","20190226111024"
"6541","J._Anthony_Movshon","40075592","","6017","20190219222309"
"6542","J._C._R._Licklider","254150","","25024","20190221010840"
"6543","J._C._Seamus_Davis","53408038","","4888","20190206023453"
"6544","J._Carlos_Santamarina","47755735","","2948","20190213234051"
"6545","J._Cecil_Maby","53339303","","2910","20190219223111"
"6546","J._Clyde_Mitchell","2008285","","4066","20190222045816"
"6547","J._David_Embury","53017788","","1366","20190203062538"
"6548","J._Donald_R._de_Raadt","17749070","","3059","20190203041517"
"6549","J._Edgar_Hoover","16044","","91761","20190225160545"
"6550","J._Eliot_B._Moss","11125754","","1821","20190213233550"
"6551","J._F._V._Phillips","56121128","","4508","20190203063043"
"6552","J._J._Thomson","70085","","38347","20190226075523"
"6553","J._L._B._Smith","2876045","","8983","20190219214508"
"6554","J._Lister_Hill","846301","","18530","20190226194247"
"6555","J._M._Robson","14856376","","5971","20190219215949"
"6556","J._Michael_Bishop","1325279","","8465","20190224224611"
"6557","J._Norman_Collie","1138161","","13032","20190224123808"
"6558","J._Peter_Kincaid","12948480","","1302","20190203035027"
"6559","J._Presper_Eckert","74685","","12574","20190222025524"
"6560","J._Robert_Oppenheimer","39034","","114874","20190226231248"
"6561","J._Roy_Taylor","54992161","","7520","20190226081025"
"6562","J._Scott_Yaruss","5051289","","1193","20181229053701"
"6563","J._Turner_Whitted","42527035","","4829","20190203060000"
"6564","J._Val_Klump","2296559","","1625","20190203014425"
"6565","J._W._Jenkinson_Memorial_Lectureship","33925022","","6597","20190203052843"
"6566","J._W._Kebabian","6446769","","902","20190213233444"
"6567","JJ_Eldridge","59694823","","5851","20190225233946"
"6568","JLA:_Age_of_Wonder","13340040","","3052","20190212215934"
"6569","Jaak_Panksepp","18555273","","8680","20190219220352"
"6570","Jaan_Einasto","530556","","4881","20190219213833"
"6571","Jaap_Wessels","40568668","","7388","20190219222354"
"6572","Jaap_van_Velsen","35854193","","2045","20190203053635"
"6573","Jabir_ibn_Hayyan","63140","","50177","20190225004243"
"6574","Jacek_Błażewicz","58089000","","6923","20190219223359"
"6575","Jacinto_Convit","12841730","","8897","20190219213812"
"6576","Jack_Andraka","35973708","","20078","20190224224756"
"6577","Jack_B._Quick","3005836","","2236","20190213185103"
"6578","Jack_Barnes_(toxinologist)","53548612","","1122","20190203062637"
"6579","Jack_D._Dunitz","4365558","","18365","20190224224630"
"6580","Jack_Dangermond","2018430","","10021","20190226023459"
"6581","Jack_Goldman","1993977","","3610","20190224105739"
"6582","Jack_Green_(geologist)","40441371","","3496","20190219222339"
"6583","Jack_Greenblatt","6582709","","2157","20190123233316"
"6584","Jack_Hodgins_(Bones)","9901812","","24292","20190224193729"
"6585","Jack_Kilby","64069","","16051","20190224215252"
"6586","Jack_L._Strominger","25071355","","3600","20190213233808"
"6587","Jack_Lutz","5278744","","657","20190203022812"
"6588","Jack_M._Sipress","40691140","","3398","20190203055423"
"6589","Jack_M._Wilson","15183108","","17609","20190219220013"
"6590","Jack_Ooms","53746322","","3608","20190112105611"
"6591","Jack_Parsons_(rocket_engineer)","102915","","119323","20190226231250"
"6592","Jack_Piddington","47459704","","2298","20190207024303"
"6593","Jack_Richardson_(chemical_engineer)","12498717","","4970","20190213233610"
"6594","Jack_Roderick","52698920","","1955","20190203062503"
"6595","Jack_Rose_(Colonel)","58918789","","7935","20190219223429"
"6596","Jack_Steinberger","789046","","21239","20190224215312"
"6597","Jack_Tizard","34536211","","2331","20190219221847"
"6598","Jack_Wisdom","692417","","8765","20190219213907"
"6599","Jackal_(Marvel_Comics)","1321810","","45148","20190226172129"
